Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","818","Egypt","5510","Production","0112","Maize (corn)","2008","2008","t","7401412","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","0112","Maize (corn)","2009","2009","ha","983081","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5412","Yield","0112","Maize (corn)","2009","2009","kg/ha","7818.4","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","0112","Maize (corn)","2009","2009","t","7686091","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","0112","Maize (corn)","2010","2010","ha","968519","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5412","Yield","0112","Maize (corn)","2010","2010","kg/ha","7270","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","0112","Maize (corn)","2010","2010","t","7041099","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","0112","Maize (corn)","2011","2011","ha","888329","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5412","Yield","0112","Maize (corn)","2011","2011","kg/ha","7740.9","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","0112","Maize (corn)","2011","2011","t","6876473","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","0112","Maize (corn)","2012","2012","ha","1041345","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5412","Yield","0112","Maize (corn)","2012","2012","kg/ha","7772.3","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","0112","Maize (corn)","2012","2012","t","8093646","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","0112","Maize (corn)","2013","2013","ha","1030339","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5412","Yield","0112","Maize (corn)","2013","2013","kg/ha","7722.3","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","0112","Maize (corn)","2013","2013","t","7956593","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","0112","Maize (corn)","2014","2014","ha","1039241","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5412","Yield","0112","Maize (corn)","2014","2014","kg/ha","7755.6","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","0112","Maize (corn)","2014","2014","t","8059906","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","0112","Maize (corn)","2015","2015","ha","1060996","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5412","Yield","0112","Maize (corn)","2015","2015","kg/ha","7354.6","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","0112","Maize (corn)","2015","2015","t","7803183","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","0112","Maize (corn)","2016","2016","ha","1027682","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5412","Yield","0112","Maize (corn)","2016","2016","kg/ha","7607.1","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","0112","Maize (corn)","2016","2016","t","7817640","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","0112","Maize (corn)","2017","2017","ha","1096680","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5412","Yield","0112","Maize (corn)","2017","2017","kg/ha","7789.5","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","0112","Maize (corn)","2017","2017","t","8542635","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","0112","Maize (corn)","2018","2018","ha","680025","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5412","Yield","0112","Maize (corn)","2018","2018","kg/ha","7516.2","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","0112","Maize (corn)","2018","2018","t","5111236","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","0112","Maize (corn)","2019","2019","ha","1533571","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5412","Yield","0112","Maize (corn)","2019","2019","kg/ha","4951.3","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","0112","Maize (corn)","2019","2019","t","7593140","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","0112","Maize (corn)","2020","2020","ha","976401","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5412","Yield","0112","Maize (corn)","2020","2020","kg/ha","7776.7","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","0112","Maize (corn)","2020","2020","t","7593175","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","0113","Rice","2000","2000","ha","659217","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5412","Yield","0113","Rice","2000","2000","kg/ha","9102.5","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","0113","Rice","2000","2000","t","6000490","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","0113","Rice","2001","2001","ha","563021","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5412","Yield","0113","Rice","2001","2001","kg/ha","9283.3","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","0113","Rice","2001","2001","t","5226703","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","0113","Rice","2002","2002","ha","650286","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5412","Yield","0113","Rice","2002","2002","kg/ha","9388.9","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","0113","Rice","2002","2002","t","6105456","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","0113","Rice","2003","2003","ha","633570","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5412","Yield","0113","Rice","2003","2003","kg/ha","9748.4","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","0113","Rice","2003","2003","t","6176266","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","0113","Rice","2004","2004","ha","645670","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5412","Yield","0113","Rice","2004","2004","kg/ha","9838.4","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","0113","Rice","2004","2004","t","6352370","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","0113","Rice","2005","2005","ha","613300","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5412","Yield","0113","Rice","2005","2005","kg/ha","9987.4","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","0113","Rice","2005","2005","t","6125300","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","0113","Rice","2006","2006","ha","670470","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5412","Yield","0113","Rice","2006","2006","kg/ha","10075","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","0113","Rice","2006","2006","t","6755000","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","0113","Rice","2007","2007","ha","704054","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5412","Yield","0113","Rice","2007","2007","kg/ha","9767.5","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","0113","Rice","2007","2007","t","6876830","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","0113","Rice","2008","2008","ha","745092","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5412","Yield","0113","Rice","2008","2008","kg/ha","9734.9","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","0113","Rice","2008","2008","t","7253373","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","0113","Rice","2009","2009","ha","575467","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5412","Yield","0113","Rice","2009","2009","kg/ha","9593","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","0113","Rice","2009","2009","t","5520482","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","0113","Rice","2010","2010","ha","459525","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5412","Yield","0113","Rice","2010","2010","kg/ha","9421.7","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","0113","Rice","2010","2010","t","4329503","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","0113","Rice","2011","2011","ha","593185","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5412","Yield","0113","Rice","2011","2011","kg/ha","9567","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","0113","Rice","2011","2011","t","5675027","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","0113","Rice","2012","2012","ha","620285","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5412","Yield","0113","Rice","2012","2012","kg/ha","9529.6","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","0113","Rice","2012","2012","t","5911086","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","0113","Rice","2013","2013","ha","597099","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5412","Yield","0113","Rice","2013","2013","kg/ha","9586.5","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","0113","Rice","2013","2013","t","5724106","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","0113","Rice","2014","2014","ha","573704","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5412","Yield","0113","Rice","2014","2014","kg/ha","9530","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","0113","Rice","2014","2014","t","5467392","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","0113","Rice","2015","2015","ha","510853","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5412","Yield","0113","Rice","2015","2015","kg/ha","9431.2","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","0113","Rice","2015","2015","t","4817964","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","0113","Rice","2016","2016","ha","568688","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5412","Yield","0113","Rice","2016","2016","kg/ha","9335.3","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","0113","Rice","2016","2016","t","5308873","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","0113","Rice","2017","2017","ha","549688","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5412","Yield","0113","Rice","2017","2017","kg/ha","9024.5","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","0113","Rice","2017","2017","t","4960662","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","0113","Rice","2018","2018","ha","361075","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5412","Yield","0113","Rice","2018","2018","kg/ha","8651.1","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","0113","Rice","2018","2018","t","3123708","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","0113","Rice","2019","2019","ha","548546","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5412","Yield","0113","Rice","2019","2019","kg/ha","8758.2","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","0113","Rice","2019","2019","t","4804296","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","0113","Rice","2020","2020","ha","499361","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5412","Yield","0113","Rice","2020","2020","kg/ha","9620.3","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","0113","Rice","2020","2020","t","4804000","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","0141","Soya beans","2000","2000","ha","3867","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5412","Yield","0141","Soya beans","2000","2000","kg/ha","2719.9","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","0141","Soya beans","2000","2000","t","10518","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","0141","Soya beans","2001","2001","ha","5331","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5412","Yield","0141","Soya beans","2001","2001","kg/ha","2792.2","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","0141","Soya beans","2001","2001","t","14885","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","0141","Soya beans","2002","2002","ha","5916","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5412","Yield","0141","Soya beans","2002","2002","kg/ha","2990.4","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","0141","Soya beans","2002","2002","t","17691","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","0141","Soya beans","2003","2003","ha","8292","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5412","Yield","0141","Soya beans","2003","2003","kg/ha","3458.9","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","0141","Soya beans","2003","2003","t","28681","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","0141","Soya beans","2004","2004","ha","14348","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5412","Yield","0141","Soya beans","2004","2004","kg/ha","3026.6","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","0141","Soya beans","2004","2004","t","43425","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","0141","Soya beans","2005","2005","ha","15000","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","818","Egypt","5412","Yield","0141","Soya beans","2005","2005","kg/ha","3400","X","Figure from external organization",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","0141","Soya beans","2005","2005","t","51000","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","0141","Soya beans","2006","2006","ha","7470","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5412","Yield","0141","Soya beans","2006","2006","kg/ha","3081.7","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","0141","Soya beans","2006","2006","t","23020","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","0141","Soya beans","2007","2007","ha","7788","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5412","Yield","0141","Soya beans","2007","2007","kg/ha","3288","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","0141","Soya beans","2007","2007","t","25607","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","0141","Soya beans","2008","2008","ha","8681","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5412","Yield","0141","Soya beans","2008","2008","kg/ha","3360.1","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","0141","Soya beans","2008","2008","t","29169","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","0141","Soya beans","2009","2009","ha","7179","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5412","Yield","0141","Soya beans","2009","2009","kg/ha","3125.2","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","0141","Soya beans","2009","2009","t","22436","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","0141","Soya beans","2010","2010","ha","15233","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5412","Yield","0141","Soya beans","2010","2010","kg/ha","2845.3","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","0141","Soya beans","2010","2010","t","43342","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","0141","Soya beans","2011","2011","ha","9548","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5412","Yield","0141","Soya beans","2011","2011","kg/ha","3119.5","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","0141","Soya beans","2011","2011","t","29785","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","0141","Soya beans","2012","2012","ha","7185","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5412","Yield","0141","Soya beans","2012","2012","kg/ha","3618.6","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","0141","Soya beans","2012","2012","t","26000","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","0141","Soya beans","2013","2013","ha","9422","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5412","Yield","0141","Soya beans","2013","2013","kg/ha","3476.7","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","0141","Soya beans","2013","2013","t","32757","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","0141","Soya beans","2014","2014","ha","11979","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5412","Yield","0141","Soya beans","2014","2014","kg/ha","3328.5","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","0141","Soya beans","2014","2014","t","39872","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","0141","Soya beans","2015","2015","ha","14275","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5412","Yield","0141","Soya beans","2015","2015","kg/ha","3281.5","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","0141","Soya beans","2015","2015","t","46843","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","0141","Soya beans","2016","2016","ha","13466","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5412","Yield","0141","Soya beans","2016","2016","kg/ha","3354.1","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","0141","Soya beans","2016","2016","t","45165","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","0141","Soya beans","2017","2017","ha","12879","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5412","Yield","0141","Soya beans","2017","2017","kg/ha","2825.3","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","0141","Soya beans","2017","2017","t","36388","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","0141","Soya beans","2018","2018","ha","16093","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5412","Yield","0141","Soya beans","2018","2018","kg/ha","2920.3","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","0141","Soya beans","2018","2018","t","46997","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","0141","Soya beans","2019","2019","ha","12398","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5412","Yield","0141","Soya beans","2019","2019","kg/ha","2924.7","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","0141","Soya beans","2019","2019","t","36260","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","0141","Soya beans","2020","2020","ha","12623","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5412","Yield","0141","Soya beans","2020","2020","kg/ha","2885.2","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","0141","Soya beans","2020","2020","t","36420","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","0111","Wheat","2000","2000","ha","1034985","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5412","Yield","0111","Wheat","2000","2000","kg/ha","6342.2","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","0111","Wheat","2000","2000","t","6564053","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","0111","Wheat","2001","2001","ha","983741","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5412","Yield","0111","Wheat","2001","2001","kg/ha","6358","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","0111","Wheat","2001","2001","t","6254583","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","0111","Wheat","2002","2002","ha","1029592","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5412","Yield","0111","Wheat","2002","2002","kg/ha","6434.5","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","0111","Wheat","2002","2002","t","6624868","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","0111","Wheat","2003","2003","ha","1053016","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5412","Yield","0111","Wheat","2003","2003","kg/ha","6500.1","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","0111","Wheat","2003","2003","t","6844692","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","0111","Wheat","2004","2004","ha","1094741","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5412","Yield","0111","Wheat","2004","2004","kg/ha","6556.7","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","0111","Wheat","2004","2004","t","7177855","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","0111","Wheat","2005","2005","ha","1253820","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5412","Yield","0111","Wheat","2005","2005","kg/ha","6492.9","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","0111","Wheat","2005","2005","t","8140960","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","0111","Wheat","2006","2006","ha","1286750","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5412","Yield","0111","Wheat","2006","2006","kg/ha","6430.3","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","0111","Wheat","2006","2006","t","8274230","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","0111","Wheat","2007","2007","ha","1140979","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5412","Yield","0111","Wheat","2007","2007","kg/ha","6467.3","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","0111","Wheat","2007","2007","t","7379000","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","0111","Wheat","2008","2008","ha","1226651","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5412","Yield","0111","Wheat","2008","2008","kg/ha","6503.1","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","0111","Wheat","2008","2008","t","7977051","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","0111","Wheat","2009","2009","ha","1335295","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5412","Yield","0111","Wheat","2009","2009","kg/ha","6382.9","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","0111","Wheat","2009","2009","t","8522995","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","0111","Wheat","2010","2010","ha","1287627","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5412","Yield","0111","Wheat","2010","2010","kg/ha","5574.1","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","0111","Wheat","2010","2010","t","7177399","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","0111","Wheat","2011","2011","ha","1284946","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5412","Yield","0111","Wheat","2011","2011","kg/ha","6542.8","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","0111","Wheat","2011","2011","t","8407126","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","0111","Wheat","2012","2012","ha","1336234","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5412","Yield","0111","Wheat","2012","2012","kg/ha","6582.3","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","0111","Wheat","2012","2012","t","8795483","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","0111","Wheat","2013","2013","ha","1418708","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5412","Yield","0111","Wheat","2013","2013","kg/ha","6668.2","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","0111","Wheat","2013","2013","t","9460200","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","0111","Wheat","2014","2014","ha","1425060","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5412","Yield","0111","Wheat","2014","2014","kg/ha","6175.2","E","Estimated value",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","0111","Wheat","2014","2014","t","8800000","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","0111","Wheat","2015","2015","ha","1457506","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5412","Yield","0111","Wheat","2015","2015","kg/ha","6591.9","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","0111","Wheat","2015","2015","t","9607736","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","0111","Wheat","2016","2016","ha","1408887","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5412","Yield","0111","Wheat","2016","2016","kg/ha","6631.1","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","0111","Wheat","2016","2016","t","9342538","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","0111","Wheat","2017","2017","ha","1227611","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5412","Yield","0111","Wheat","2017","2017","kg/ha","6859.7","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","0111","Wheat","2017","2017","t","8421071","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","0111","Wheat","2018","2018","ha","1326401","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5412","Yield","0111","Wheat","2018","2018","kg/ha","6294.2","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","0111","Wheat","2018","2018","t","8348629","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","0111","Wheat","2019","2019","ha","1316678","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5412","Yield","0111","Wheat","2019","2019","kg/ha","6500.3","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","0111","Wheat","2019","2019","t","8558807","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","0111","Wheat","2020","2020","ha","1429684","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5412","Yield","0111","Wheat","2020","2020","kg/ha","6366.3","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","0111","Wheat","2020","2020","t","9101785","A","Official figure",""
"QCL","Crops and livestock products","250","France","5312","Area harvested","0115","Barley","2000","2000","ha","1533848","A","Official figure",""
"QCL","Crops and livestock products","250","France","5412","Yield","0115","Barley","2000","2000","kg/ha","6330","A","Official figure",""
"QCL","Crops and livestock products","250","France","5510","Production","0115","Barley","2000","2000","t","9709332","A","Official figure",""
"QCL","Crops and livestock products","250","France","5312","Area harvested","0115","Barley","2001","2001","ha","1704742","A","Official figure",""
"QCL","Crops and livestock products","250","France","5412","Yield","0115","Barley","2001","2001","kg/ha","5747.2","A","Official figure",""
"QCL","Crops and livestock products","250","France","5510","Production","0115","Barley","2001","2001","t","9797468.3","A","Official figure",""
"QCL","Crops and livestock products","250","France","5312","Area harvested","0115","Barley","2002","2002","ha","1641074","A","Official figure",""
"QCL","Crops and livestock products","250","France","5412","Yield","0115","Barley","2002","2002","kg/ha","6687.6","A","Official figure",""
